"番号","投与区分","厚労省コード","医薬品名","一般名","規格単位","会社名","薬価","旧薬価","先発・後発","規制区分","経過措置日","HOT番号","レセ電算コード(1)","置き換え率","一般名処方マスタ","YJコード","薬効87分類","拡張薬効分類","成分名","販売中止予定日"
"642","内","3399009F5025","エフィエントOD錠20mg","プラスグレル塩酸塩口腔内崩壊錠","20mg1錠","第一三共","949.60","999.00","先発○","処","","126589701","622658901","1","あり","3399009F5025","血液・体液用薬－その他の血液・体液用薬－その他","血液凝固阻止薬-内用(血小板凝集阻害薬)","プラスグレル塩酸塩","-"
"643","内","3399011F1027","ブリリンタ錠60mg","チカグレロル錠","60mg1錠","アストラゼネカ","77.10","94.30","先発品","処","","124722001","622472201","1","なし","3399011F1027","血液・体液用薬－その他の血液・体液用薬－その他","血液凝固阻止薬-内用(血小板凝集阻害薬)","チカグレロル","-"
"644","内","3399012F1021","ドプテレット錠20mg","アバトロンボパグマレイン酸塩錠","20mg1錠","Sobi=旭化成ファーマ","7106.60","7106.60","先発品","処","","129408801","622940801","1","なし","3399012F1021","血液・体液用薬－その他の血液・体液用薬－その他","トロンボポエチン受容体作動薬","アバトロンボパグマレイン酸塩","-"
"645","内","3399102F1026","タケルダ配合錠","アスピリン・ランソプラゾール配合剤錠","1錠","T's製薬=武田","16.80","19.40","先発品","処","","123416901","622341601","1","なし","3399102F1026","血液・体液用薬－その他の血液・体液用薬－その他","消化性潰瘍用薬-内用(プロトンポンプ阻害薬),血液凝固阻止薬-内用(血小板凝集阻害薬)","アスピリン・ランソプラゾール配合剤","-"
"646","内","3399103F1020","キャブピリン配合錠","アスピリン・ボノプラザンフマル酸塩配合剤錠","1錠","武田","86.50","90.10","先発品","処","","127953501","622795301","1","なし","3399103F1020","血液・体液用薬－その他の血液・体液用薬－その他","消化性潰瘍用薬-内用(プロトンポンプ阻害薬),血液凝固阻止薬-内用(血小板凝集阻害薬)","アスピリン・ボノプラザンフマル酸塩配合剤","-"
"647","内","3919006B1034","タウリン散98%「大正」","タウリン散","98%1g","大正製薬","14.80","14.80","","","","108449801","620005034","","なし","3919006B1034","その他の代謝性医薬品－肝臓疾患用剤－その他","強心薬-内用(その他),肝機能改善薬-内用","タウリン","-"
"648","内","3919100F1150","グリチロン配合錠","グリチルリチン・グリシン・DL-メチオニン配合剤錠","1錠","ミノファーゲン","6.30","5.90","","","","108452804","620845201","","なし","3919100F1150","その他の代謝性医薬品－肝臓疾患用剤－その他","肝機能改善薬-内用,抗アレルギー薬(その他)-内用","グリチルリチン・グリシン・DL-メチオニン配合剤","-"
"649","内","3922001F2248","タチオン錠100mg","グルタチオン錠","100mg1錠","長生堂=日本ジェネリック","12.40","12.60","準先発","","","108510503","613920056","","あり","3922001F2248","その他の代謝性医薬品－解毒剤－グルタチオン製剤","解毒薬-内用(その他)","グルタチオン","-"
"650","内","3929001M2035","メタルカプターゼカプセル100mg","ペニシラミンカプセル","100mg1カプセル","大正製薬","28.60","34.40","先発品","処","","108532701","620005117","1","なし","3929001M2035","その他の代謝性医薬品－解毒剤－その他","抗リウマチ薬-内用(免疫調節薬-その他),解毒薬-内用(キレート剤)","ペニシラミン","-"
"651","内","3929003C1067","クレメジン細粒分包2g","球形吸着炭細粒","1g","クレハ=田辺ファーマ","45.70","48.30","先発○","","","113206902","621320601","2","あり","3929003C1067","その他の代謝性医薬品－解毒剤－その他","解毒薬-内用(吸着薬)","球形吸着炭","-"
"652","内","3929003F1020","クレメジン速崩錠500mg","球形吸着炭錠","500mg1錠","クレハ=田辺ファーマ","22.00","23.70","先発品","","","125852301","622585201","1","なし","3929003F1020","その他の代謝性医薬品－解毒剤－その他","解毒薬-内用(吸着薬)","球形吸着炭","-"
"653","内","3929004F1025","ロイコボリン錠5mg","ホリナートカルシウム錠","5mg1錠","ファイザー","360.50","436.00","先発品","処","","108535802","613920084","1","なし","3929004F1025","その他の代謝性医薬品－解毒剤－その他","解毒薬-内用(制癌薬毒性抑制)","ホリナートカルシウム","-"
"654","内","3929004F2021","ユーゼル錠25mg","ホリナートカルシウム錠","25mg1錠","大鵬薬品","530.50","702.90","先発○","処","","115682901","620000421","2","あり","3929004F2021","その他の代謝性医薬品－解毒剤－その他","制癌薬-内用(代謝拮抗性制癌薬-その他)","ホリナートカルシウム","-"
"655","内","3929006S1049","アセチルシステイン内用液17.6%「あゆみ」","アセチルシステイン液","17.6%1mL","あゆみ製薬","89.50","91.50","先発品","","","114959303","621495903","1","なし","3929006S1049","その他の代謝性医薬品－解毒剤－その他","解毒薬-内用(その他)","アセチルシステイン","-"
"656","内","3929007F2041","酢酸亜鉛錠50mg「ノーベル」","酢酸亜鉛水和物錠","50mg1錠","ダイト=ノーベル","126.60","137.70","後発品","劇処","","129525201","622952501","3","あり","3929007F2041","その他の代謝性医薬品－解毒剤－その他","解毒薬-内用(銅吸収阻害薬),亜鉛剤","酢酸亜鉛水和物","-"
"657","内","3929008D1030","デフェラシロクス顆粒分包90mg「サンド」","デフェラシロクス顆粒","90mg1包","サンド","319.90","329.90","後発品","劇処","","128159001","622815901","3","あり","3929008D1030","その他の代謝性医薬品－解毒剤－その他","解毒薬-内用(鉄排泄薬)","デフェラシロクス","-"
"658","内","3932001S1041","シアナマイド内用液1%「タナベ」","シアナミド液","1%1mL","田辺ファーマ","4.90","5.10","","劇処","","113207602","621320701","","なし","3932001S1041","その他の代謝性医薬品－習慣性中毒用剤－シアナミド製剤","抗酒薬,慢性アルコール中毒用薬","シアナミド","-"
"659","内","3941001F1077","コルヒチン錠0.5mg「タカタ」","コルヒチン錠","0.5mg1錠","高田","11.00","9.60","","劇処","","119736501","621973601","","なし","3941001F1077","その他の代謝性医薬品－痛風治療剤－コルヒチン製剤","痛風用薬(その他)","コルヒチン","-"
"660","内","3943001F1012","アロプリノール錠100mg「サワイ」","アロプリノール100mg錠","100mg1錠","沢井","10.80","8.00","後発品","処","","108562406","620856206","3","あり","3943001F1586","その他の代謝性医薬品－痛風治療剤－アロプリノール製剤","痛風用薬(キサンチンオキシダーゼ阻害薬)","アロプリノール","-"
"661","内","3949002F2017","ベンズブロマロン錠50mg「トーワ」","ベンズブロマロン50mg錠","50mg1錠","東和薬品","6.30","6.10","後発品","劇処","","108573006","620857306","3","あり","3949002F2203","その他の代謝性医薬品－痛風治療剤－その他","痛風用薬(尿酸排泄薬)","ベンズブロマロン","-"
"662","内","3949003F2011","フェブキソスタット錠20mg「DSEP」","フェブキソスタット20mg錠","20mg1錠","第一三共エスファ","10.80","10.40","後発品","処","","129080601","622908001","3","あり","3949003F2046","その他の代謝性医薬品－痛風治療剤－その他","痛風用薬(キサンチンオキシダーゼ阻害薬)","フェブキソスタット","-"
"663","内","3949004F1028","ウリアデック錠20mg","トピロキソスタット錠","20mg1錠","三和化学","14.90","15.40","先発品","処","","122658401","622265801","1","なし","3949004F1028","その他の代謝性医薬品－痛風治療剤－その他","痛風用薬(キサンチンオキシダーゼ阻害薬)","トピロキソスタット","-"
"664","内","3949005F1022","ユリス錠0.5mg","ドチヌラド錠","0.5mg1錠","富士薬品=持田","22.90","23.20","先発品","処","","127036501","622703601","1","なし","3949005F1022","その他の代謝性医薬品－痛風治療剤－その他","痛風用薬(尿酸排泄薬)","ドチヌラド","-"
"665","内","3949005F2029","ユリス錠1mg","ドチヌラド錠","1mg1錠","富士薬品=持田","41.70","42.40","先発品","処","","127037201","622703701","1","なし","3949005F2029","その他の代謝性医薬品－痛風治療剤－その他","痛風用薬(尿酸排泄薬)","ドチヌラド","-"
"666","内","3949101A1149","ウラリット-U配合散","クエン酸カリウム・クエン酸ナトリウム水和物散","1g","ケミファ","9.90","10.90","先発○","処","","108576102","620857601","2","あり","3949101A1149","その他の代謝性医薬品－痛風治療剤－その他","痛風用薬(尿アルカリ化薬)","クエン酸カリウム・クエン酸ナトリウム水和物","-"
"667","内","3949101F1073","ウラリット配合錠","クエン酸カリウム・クエン酸ナトリウム水和物錠","1錠","ケミファ","6.30","6.50","先発○","処","","108580802","620858001","2","あり","3949101F1073","その他の代謝性医薬品－痛風治療剤－その他","痛風用薬(尿アルカリ化薬)","クエン酸カリウム・クエン酸ナトリウム水和物","-"
"668","内","3961008F1012","グリメピリド錠1mg「オーハラ」","グリメピリド1mg錠","1mg1錠","大原=第一三共エスファ=共創未来ファーマ","10.80","10.40","★","劇処","","119993202","621999301","★","なし","3961008F1160","その他の代謝性医薬品－糖尿病用剤－スルフォニル尿素系製剤","経口血糖降下薬(SU剤)","グリメピリド","-"
"669","内","3962002F2027","メトグルコ錠250mg","メトホルミン塩酸塩錠(2)","250mg1錠","住友ファーマ","10.80","10.40","先発品","劇処","","119747101","621974701","☆","なし","3962002F2027","その他の代謝性医薬品－糖尿病用剤－ビグアナイド系製剤","経口血糖降下薬(ビグアナイド系)","メトホルミン塩酸塩","-"
"670","内","3962002F3015","メトホルミン塩酸塩錠500mgMT「JG」","メトホルミン塩酸塩500mgMT錠","500mg1錠","日本ジェネリック","10.80","10.40","★","劇処","","124220101","622422001","★","なし","3962002F3040","その他の代謝性医薬品－糖尿病用剤－ビグアナイド系製剤","経口血糖降下薬(ビグアナイド系)","メトホルミン塩酸塩","-"
"671","内","3969003F2090","アカルボース錠100mg「サワイ」","アカルボース錠","100mg1錠","沢井","19.30","19.30","後発品","処","","119588001","621958801","3","あり","3969003F2090","その他の代謝性医薬品－糖尿病用剤－その他","経口血糖降下薬(αグルコシダーゼ阻害薬)","アカルボース","-"
"672","内","3969004F3031","ボグリボースODフィルム0.2「QQ」","ボグリボース口腔内崩壊錠","0.2mg1錠","救急=持田","10.80","10.40","後発品","処","","117351201","620004069","3","あり","3969004F3031","その他の代謝性医薬品－糖尿病用剤－その他","経口血糖降下薬(αグルコシダーゼ阻害薬)","ボグリボース","-"
"673","内","3969004F4038","ボグリボースODフィルム0.3「QQ」","ボグリボース口腔内崩壊錠","0.3mg1錠","救急=持田","10.80","10.40","後発品","処","","117352901","620004070","3","あり","3969004F4038","その他の代謝性医薬品－糖尿病用剤－その他","経口血糖降下薬(αグルコシダーゼ阻害薬)","ボグリボース","-"
"674","内","3969007F1130","ピオグリタゾン錠15mg「サワイ」","ピオグリタゾン塩酸塩錠","15mg1錠","沢井","10.80","11.70","後発品","処","","120531201","622053101","3","あり","3969007F1130","その他の代謝性医薬品－糖尿病用剤－その他","経口血糖降下薬(インスリン抵抗性改善薬)","ピオグリタゾン塩酸塩","-"
"675","内","3969008F3013","ミチグリニドCa・OD錠5mg「三和」","ミチグリニドカルシウム5mg口腔内崩壊錠","5mg1錠","大興=三和化学","6.30","6.10","後発品","処","","125209501","622520901","3","あり","3969008F3064","その他の代謝性医薬品－糖尿病用剤－その他","経口血糖降下薬(速効性インスリン分泌促進薬)","ミチグリニドカルシウム水和物","-"
